booking_id,booking_date,booking_hour,city,vehicle_type,ride_distance_km,fare_amount,payment_method,driver_id,driver_rating,customer_rating,ride_status,cancellation_reason
101642,2024-03-09,23,Bengaluru,Auto,20.72,413.81,Cash,3971,2.8,3.4,Cancelled,Customer Change of Mind
101643,2024-03-09,2,Chennai,Sedan,2.87,622.17,Card,3665,4.2,3.9,Completed,
101644,2024-03-09,8,Bengaluru,Sedan,19.43,726.41,Card,2399,4.8,3.1,Completed,
101645,2024-03-09,2,Pune,Mini,9.66,336.6,Cash,2913,3.7,4.9,Cancelled,App Issue
101646,2024-03-09,1,Mumbai,Sedan,6.14,90.85,Wallet,1057,4.3,4.3,Completed,
101647,2024-03-09,11,Hyderabad,Mini,12.16,239.93,Wallet,1057,2.9,4.1,Completed,
101648,2024-03-09,9,Chennai,Mini,6.96,88.3,Wallet,4209,2.8,4.3,Cancelled,Driver Unavailable
101649,2024-03-09,8,Hyderabad,Sedan,24.91,161.87,Cash,2166,4.1,3.1,Completed,
101650,2024-03-09,14,Delhi,Mini,22.52,686.71,Cash,1273,3.5,2.5,Completed,
101651,2024-03-09,7,Chennai,Mini,29.44,756.07,Card,4821,3.6,4.1,Completed,
101652,2024-03-09,4,Bengaluru,Mini,16.49,557.68,Card,4774,3.3,4.9,Completed,
101653,2024-03-09,10,Hyderabad,Sedan,3.59,598.87,Card,3187,3.6,4.1,Completed,
101654,2024-03-09,1,Pune,Bike,11.67,598.61,UPI,2223,2.7,2.9,Completed,
101655,2024-03-09,23,Delhi,Mini,25.32,142.52,UPI,4965,2.8,4.6,Completed,
101656,2024-03-10,14,Chennai,Auto,12.51,85.33,Wallet,1681,3.6,3.9,Completed,
101657,2024-03-10,5,Pune,Sedan,14.21,573.8,Card,1576,3.6,4.0,Cancelled,High Fare
101658,2024-03-10,7,Delhi,Sedan,12.95,78.06,Cash,1674,4.7,3.8,Completed,
101659,2024-03-10,4,Bengaluru,Mini,7.83,658.82,Card,1325,3.3,4.3,Completed,
101660,2024-03-10,15,Pune,Sedan,3.12,493.35,Card,1758,4.2,4.9,Completed,
101661,2024-03-10,17,Chennai,Auto,6.24,135.13,Wallet,4117,3.3,3.4,Completed,
101662,2024-03-10,5,Delhi,Bike,11.55,544.47,UPI,4215,3.3,4.0,Completed,
101663,2024-03-10,4,Mumbai,Sedan,8.12,504.73,Card,2940,4.3,4.6,Completed,
101664,2024-03-10,15,Chennai,Sedan,17.61,332.23,Cash,1566,3.9,4.7,Cancelled,App Issue
101665,2024-03-10,12,Chennai,Sedan,18.8,663.29,Wallet,2804,3.4,4.6,Completed,
101666,2024-03-10,4,Chennai,Mini,17.53,278.46,UPI,2925,3.7,3.9,Cancelled,App Issue
101667,2024-03-10,12,Chennai,Auto,3.46,333.43,Card,4430,4.6,4.8,Completed,
101668,2024-03-10,16,Mumbai,Bike,20.34,572.47,UPI,4187,4.4,2.9,Completed,
101669,2024-03-10,17,Pune,Auto,12.15,614.02,Cash,4484,4.8,3.0,Completed,
101670,2024-03-10,7,Pune,Auto,26.47,255.17,Cash,2153,4.7,3.0,Completed,
101671,2024-03-10,12,Pune,Sedan,16.24,62.59,Card,4447,4.2,3.5,Completed,
101672,2024-03-10,18,Bengaluru,Bike,3.45,182.23,Wallet,3352,3.0,4.2,Cancelled,High Fare
101673,2024-03-10,2,Mumbai,Auto,1.27,247.4,Wallet,3883,3.4,3.6,Completed,
101674,2024-03-10,23,Mumbai,Bike,21.37,728.76,Wallet,1851,3.9,4.9,Completed,
101675,2024-03-10,7,Delhi,Mini,12.61,720.21,Wallet,1048,2.6,3.1,Completed,
101676,2024-03-10,1,Hyderabad,Sedan,9.35,545.52,Wallet,3183,4.2,4.5,Completed,
101677,2024-03-10,7,Pune,Mini,13.97,581.99,Card,3229,5.0,4.5,Cancelled,Driver Unavailable
101678,2024-03-10,12,Hyderabad,Bike,3.1,515.94,UPI,4073,4.6,3.3,Completed,
101679,2024-03-10,12,Delhi,Sedan,12.37,634.39,Cash,2923,4.2,3.7,Completed,
101680,2024-03-11,0,Mumbai,Mini,10.13,313.4,Card,1630,4.2,4.4,Completed,
101681,2024-03-11,5,Delhi,Sedan,24.21,460.03,Cash,4560,4.7,4.6,Cancelled,Driver Delay
101682,2024-03-11,23,Chennai,Mini,6.07,552.99,Card,4942,3.3,4.2,Completed,
101683,2024-03-11,18,Delhi,Auto,22.93,401.32,Card,1593,3.6,4.8,Completed,
101684,2024-03-11,15,Delhi,Sedan,15.51,629.5,Cash,2197,4.2,4.1,Completed,
101685,2024-03-11,7,Chennai,Bike,3.37,749.44,Card,1544,3.9,3.5,Completed,
101686,2024-03-11,0,Hyderabad,Sedan,29.12,547.85,Card,3569,4.6,4.1,Completed,
101687,2024-03-11,15,Chennai,Bike,22.29,106.0,Card,2852,3.4,4.0,Completed,
101688,2024-03-11,8,Bengaluru,Mini,8.54,507.68,Card,4686,3.5,3.9,Completed,
101689,2024-03-11,12,Delhi,Mini,17.87,572.24,Card,3488,3.1,3.3,Completed,
101690,2024-03-11,10,Delhi,Bike,27.1,262.44,Wallet,1081,4.1,4.2,Cancelled,Customer Change of Mind
101691,2024-03-11,12,Hyderabad,Mini,27.99,291.33,Card,1990,3.5,4.5,Completed,
101692,2024-03-11,20,Mumbai,Sedan,22.2,496.54,Card,4948,3.9,4.9,Completed,
101693,2024-03-11,9,Chennai,Mini,22.1,580.34,Card,3766,2.7,3.7,Completed,
101694,2024-03-11,3,Mumbai,Bike,9.04,703.57,UPI,3227,4.3,4.4,Cancelled,Driver Unavailable
101695,2024-03-11,5,Bengaluru,Bike,29.7,621.89,Card,4704,3.8,4.5,Completed,
101696,2024-03-11,6,Chennai,Auto,8.06,150.48,Card,3406,4.4,4.2,Completed,
101697,2024-03-11,4,Bengaluru,Bike,3.59,311.07,UPI,3785,3.1,3.4,Completed,
101698,2024-03-11,10,Bengaluru,Mini,29.34,161.57,UPI,3099,4.6,4.3,Completed,
101699,2024-03-11,12,Bengaluru,Bike,5.43,617.71,Cash,2107,4.7,4.9,Completed,
101700,2024-03-11,18,Pune,Mini,16.13,249.84,Cash,1031,3.6,4.0,Completed,
101701,2024-03-11,22,Chennai,Mini,14.58,142.63,Cash,1637,2.7,4.3,Completed,
101702,2024-03-11,9,Chennai,Auto,25.6,122.17,Cash,2407,3.8,3.1,Completed,
101703,2024-03-11,9,Pune,Mini,12.5,135.87,UPI,4507,4.1,4.1,Completed,
101704,2024-03-12,10,Hyderabad,Bike,15.56,235.34,Cash,1283,4.0,2.6,Completed,
101705,2024-03-12,20,Pune,Bike,2.27,636.77,Card,2305,4.7,4.6,Completed,
101706,2024-03-12,6,Delhi,Bike,7.03,228.3,UPI,4494,4.8,3.1,Completed,
101707,2024-03-12,17,Mumbai,Mini,25.16,261.02,Wallet,1997,4.1,2.7,Completed,
101708,2024-03-12,3,Mumbai,Bike,14.87,710.52,Card,4985,4.1,2.9,Cancelled,High Fare
101709,2024-03-12,1,Bengaluru,Sedan,7.7,381.74,Wallet,4693,2.8,3.7,Completed,
101710,2024-03-12,13,Chennai,Sedan,11.7,431.62,Cash,4594,3.5,2.6,Completed,
101711,2024-03-12,12,Chennai,Bike,9.27,52.04,Cash,1234,3.3,2.6,Completed,
101712,2024-03-12,11,Bengaluru,Mini,17.13,111.58,Card,4657,3.4,3.8,Completed,
101713,2024-03-12,6,Delhi,Bike,2.49,605.45,Cash,1061,4.3,3.9,Cancelled,Driver Unavailable
101714,2024-03-12,1,Mumbai,Sedan,7.52,300.1,Cash,2921,3.7,3.3,Cancelled,App Issue
101715,2024-03-12,12,Pune,Mini,11.29,162.15,Cash,2442,3.8,2.5,Completed,
101716,2024-03-12,13,Hyderabad,Bike,27.92,371.6,Cash,1608,3.1,3.6,Cancelled,Customer Change of Mind
101717,2024-03-12,16,Delhi,Mini,19.08,83.82,Wallet,3159,2.9,4.8,Completed,
101718,2024-03-12,8,Chennai,Bike,15.62,582.03,Card,4085,3.5,3.7,Completed,
101719,2024-03-12,16,Bengaluru,Auto,6.53,110.14,Cash,4208,2.6,3.6,Completed,
101720,2024-03-12,7,Mumbai,Mini,17.18,91.16,Wallet,1006,2.9,3.9,Completed,
101721,2024-03-12,1,Bengaluru,Sedan,27.94,364.78,UPI,4094,4.5,2.9,Completed,
101722,2024-03-12,23,Chennai,Sedan,17.42,490.31,Card,3360,3.6,4.5,Cancelled,App Issue
101723,2024-03-12,12,Bengaluru,Sedan,5.78,622.92,Card,2478,4.9,2.6,Completed,
101724,2024-03-12,2,Pune,Sedan,29.92,103.22,UPI,2216,2.5,2.6,Completed,
101725,2024-03-12,15,Mumbai,Bike,15.47,301.11,Cash,1147,4.8,2.6,Completed,
101726,2024-03-12,5,Bengaluru,Bike,10.27,251.42,Card,3616,4.1,4.5,Completed,
101727,2024-03-12,18,Mumbai,Mini,15.6,607.82,UPI,4893,4.1,3.4,Completed,
101728,2024-03-13,6,Bengaluru,Auto,8.65,327.07,UPI,3989,4.6,4.1,Completed,
101729,2024-03-13,9,Bengaluru,Auto,1.88,520.89,Wallet,4815,4.1,2.7,Completed,
101730,2024-03-13,8,Mumbai,Mini,26.8,417.03,UPI,1354,2.6,4.4,Completed,
101731,2024-03-13,1,Pune,Sedan,13.44,477.24,Card,2573,4.8,3.3,Completed,
101732,2024-03-13,14,Bengaluru,Auto,22.83,324.22,UPI,4886,4.7,3.0,Completed,
101733,2024-03-13,4,Pune,Auto,29.17,229.44,UPI,1243,3.8,4.3,Completed,
101734,2024-03-13,21,Delhi,Mini,19.35,94.81,UPI,2646,2.8,2.7,Completed,
101735,2024-03-13,3,Hyderabad,Sedan,21.06,180.1,Card,3055,4.6,3.7,Completed,
101736,2024-03-13,19,Delhi,Bike,28.35,179.45,UPI,1990,3.8,3.5,Completed,
101737,2024-03-13,3,Hyderabad,Bike,15.98,751.13,Wallet,2042,3.3,4.4,Completed,
101738,2024-03-13,17,Delhi,Auto,10.28,753.04,Card,1964,5.0,4.1,Cancelled,Driver Delay
101739,2024-03-13,3,Hyderabad,Bike,27.72,241.85,Wallet,3593,2.9,4.7,Completed,
101740,2024-03-13,16,Bengaluru,Mini,3.0,129.23,Wallet,4755,2.9,4.3,Completed,
101741,2024-03-13,11,Mumbai,Auto,7.22,261.29,Card,1463,4.0,3.5,Cancelled,Customer Change of Mind
101742,2024-03-13,21,Mumbai,Auto,10.9,647.34,UPI,4334,3.2,3.0,Completed,
101743,2024-03-13,16,Chennai,Sedan,23.68,703.07,Cash,1872,3.5,3.6,Cancelled,Customer Change of Mind
101744,2024-03-13,9,Hyderabad,Bike,27.21,425.83,Card,3068,3.1,2.9,Completed,
101745,2024-03-13,21,Chennai,Sedan,14.1,455.09,UPI,1043,4.5,2.8,Completed,
101746,2024-03-13,0,Pune,Auto,9.3,394.03,Card,4352,3.2,2.6,Completed,
101747,2024-03-13,21,Pune,Bike,11.24,187.1,UPI,4886,4.6,3.9,Completed,
101748,2024-03-13,23,Chennai,Sedan,20.04,87.33,UPI,3028,4.3,3.9,Completed,
101749,2024-03-13,17,Hyderabad,Bike,5.58,516.05,Cash,4201,3.2,4.1,Completed,
101750,2024-03-13,17,Mumbai,Auto,16.88,649.05,Card,2983,4.5,4.7,Completed,
101751,2024-03-13,13,Hyderabad,Auto,18.06,612.01,Card,1327,3.3,4.8,Cancelled,App Issue
101752,2024-03-14,14,Pune,Auto,21.53,725.22,Card,3642,3.5,3.4,Completed,
101753,2024-03-14,11,Bengaluru,Mini,18.51,660.24,Wallet,3153,2.7,4.1,Completed,
101754,2024-03-14,3,Chennai,Sedan,3.81,265.68,Card,1612,3.9,3.7,Completed,
101755,2024-03-14,2,Chennai,Sedan,20.98,137.61,Wallet,3898,4.5,4.4,Completed,
101756,2024-03-14,19,Pune,Auto,1.63,373.05,Wallet,4764,4.1,4.3,Cancelled,Customer Change of Mind
101757,2024-03-14,11,Hyderabad,Sedan,12.32,311.23,UPI,2844,3.9,3.0,Completed,
101758,2024-03-14,6,Chennai,Auto,13.09,596.44,Wallet,4520,4.7,2.9,Cancelled,App Issue
101759,2024-03-14,10,Mumbai,Sedan,4.38,100.98,Card,3971,3.6,2.8,Completed,
101760,2024-03-14,0,Chennai,Bike,1.29,757.26,Cash,2895,5.0,2.8,Completed,
101761,2024-03-14,5,Hyderabad,Sedan,3.06,767.88,Card,3509,3.7,3.1,Completed,
101762,2024-03-14,14,Pune,Auto,13.94,116.26,UPI,1662,4.1,3.4,Completed,
101763,2024-03-14,14,Mumbai,Sedan,7.97,375.47,UPI,3439,2.6,4.1,Cancelled,High Fare
101764,2024-03-14,18,Mumbai,Bike,3.0,724.36,Wallet,2058,4.2,4.4,Completed,
101765,2024-03-14,10,Chennai,Bike,8.44,190.46,UPI,2502,3.3,2.8,Completed,
101766,2024-03-14,22,Hyderabad,Bike,16.34,569.16,UPI,4222,2.8,3.1,Completed,
101767,2024-03-14,1,Chennai,Auto,22.52,583.41,Wallet,3349,2.9,4.0,Completed,
101768,2024-03-14,13,Bengaluru,Mini,12.95,225.2,Wallet,4142,3.8,4.4,Completed,
101769,2024-03-14,1,Pune,Auto,18.78,54.62,UPI,4585,4.0,4.6,Completed,
101770,2024-03-14,3,Bengaluru,Bike,18.31,548.35,Card,2234,4.3,3.5,Completed,
101771,2024-03-14,16,Mumbai,Sedan,26.99,512.94,Card,3139,3.6,3.6,Completed,
101772,2024-03-14,2,Chennai,Bike,6.2,537.28,Wallet,1549,4.7,4.2,Completed,
101773,2024-03-14,12,Bengaluru,Mini,14.82,167.33,UPI,1035,2.7,3.2,Completed,
101774,2024-03-14,8,Delhi,Mini,19.32,502.8,UPI,2459,2.8,2.7,Completed,
101775,2024-03-14,6,Bengaluru,Bike,16.07,456.26,Card,2504,3.1,3.6,Completed,
101776,2024-03-15,14,Chennai,Auto,14.06,389.42,Wallet,2404,2.8,5.0,Completed,
101777,2024-03-15,22,Chennai,Mini,29.23,632.69,UPI,2719,4.4,3.4,Completed,
101778,2024-03-15,10,Pune,Bike,28.32,341.22,UPI,3577,3.4,3.2,Completed,
101779,2024-03-15,19,Bengaluru,Auto,18.73,314.95,Cash,3469,4.0,4.6,Cancelled,High Fare
101780,2024-03-15,1,Chennai,Sedan,13.75,455.75,Cash,1137,4.4,4.8,Completed,
101781,2024-03-15,14,Chennai,Auto,22.91,758.14,Wallet,1793,3.9,4.5,Completed,
101782,2024-03-15,13,Pune,Mini,15.88,308.19,Cash,4711,3.8,3.8,Completed,
101783,2024-03-15,19,Pune,Auto,29.87,384.0,Cash,1206,3.6,4.7,Completed,
101784,2024-03-15,21,Pune,Auto,20.89,249.74,UPI,2338,4.2,4.0,Completed,
101785,2024-03-15,10,Pune,Sedan,2.98,559.71,UPI,4935,3.8,3.2,Completed,
101786,2024-03-15,2,Delhi,Bike,12.66,323.06,Wallet,1464,3.5,4.8,Cancelled,App Issue
101787,2024-03-15,16,Mumbai,Auto,22.18,569.52,Wallet,2792,4.0,4.1,Completed,
101788,2024-03-15,11,Chennai,Sedan,25.43,159.28,Wallet,1910,4.9,2.8,Completed,
101789,2024-03-15,23,Hyderabad,Mini,24.59,247.82,UPI,4673,4.5,3.3,Completed,
101790,2024-03-15,20,Pune,Bike,29.34,204.73,UPI,1117,3.6,4.1,Completed,
101791,2024-03-15,14,Mumbai,Mini,15.18,633.05,Cash,3371,4.0,4.6,Cancelled,Driver Unavailable
101792,2024-03-15,15,Pune,Bike,5.06,117.18,Card,3266,3.5,5.0,Cancelled,High Fare
101793,2024-03-15,4,Mumbai,Auto,19.92,238.96,UPI,2959,3.8,3.0,Completed,
101794,2024-03-15,19,Hyderabad,Auto,3.05,430.54,Wallet,1262,4.3,4.5,Cancelled,Driver Unavailable
101795,2024-03-15,5,Bengaluru,Bike,29.23,115.87,Wallet,2187,4.6,2.8,Completed,
101796,2024-03-15,18,Delhi,Mini,23.0,58.29,UPI,2772,2.7,4.2,Cancelled,Customer Change of Mind
101797,2024-03-15,4,Chennai,Mini,29.48,568.36,Card,1627,2.9,2.8,Completed,
101798,2024-03-15,2,Bengaluru,Mini,11.94,510.18,Card,4292,4.0,3.9,Completed,
101799,2024-03-15,0,Hyderabad,Auto,1.46,56.31,Wallet,1303,4.3,3.8,Cancelled,Customer Change of Mind
101800,2024-03-16,5,Delhi,Bike,16.12,86.4,Wallet,1916,4.2,4.7,Completed,
101801,2024-03-16,14,Delhi,Bike,4.51,214.53,Wallet,2851,3.1,3.8,Cancelled,Customer Change of Mind
101802,2024-03-16,1,Delhi,Mini,20.71,729.63,Card,2678,4.1,4.3,Cancelled,Driver Delay
101803,2024-03-16,2,Hyderabad,Auto,15.43,539.55,Wallet,4590,3.7,4.7,Completed,
101804,2024-03-16,16,Pune,Bike,22.85,653.75,Wallet,3286,3.1,2.9,Completed,
101805,2024-03-16,23,Pune,Bike,9.44,619.61,Cash,2897,4.7,2.8,Completed,
101806,2024-03-16,11,Pune,Mini,25.05,787.27,UPI,2499,3.8,2.8,Completed,
101807,2024-03-16,17,Bengaluru,Mini,19.87,762.62,Wallet,1700,4.7,3.3,Completed,
101808,2024-03-16,14,Chennai,Bike,29.64,100.48,Cash,3568,3.5,3.5,Cancelled,App Issue
101809,2024-03-16,11,Delhi,Auto,6.18,67.02,Cash,1692,4.1,2.6,Completed,
101810,2024-03-16,15,Delhi,Sedan,2.48,422.8,Card,2885,4.5,3.1,Completed,
101811,2024-03-16,7,Bengaluru,Bike,25.68,253.79,Card,2266,3.3,2.5,Cancelled,Driver Unavailable
101812,2024-03-16,13,Pune,Bike,10.82,428.42,Cash,4320,4.6,3.0,Completed,
101813,2024-03-16,16,Delhi,Auto,13.51,118.0,Wallet,4807,3.4,3.5,Cancelled,Customer Change of Mind
101814,2024-03-16,20,Delhi,Bike,27.84,731.65,Wallet,4691,3.0,4.4,Completed,
101815,2024-03-16,7,Hyderabad,Sedan,13.78,630.57,Card,4788,4.4,5.0,Completed,
101816,2024-03-16,14,Mumbai,Auto,9.64,464.09,Card,4245,3.3,3.0,Completed,
101817,2024-03-16,13,Bengaluru,Sedan,2.73,398.8,Card,3784,4.9,4.3,Completed,
101818,2024-03-16,17,Bengaluru,Sedan,13.85,401.37,Cash,4009,4.5,3.4,Completed,
101819,2024-03-16,19,Pune,Bike,19.99,512.35,Cash,4155,3.1,4.6,Completed,
101820,2024-03-16,6,Bengaluru,Sedan,8.81,459.01,UPI,4180,5.0,3.3,Completed,
101821,2024-03-16,2,Pune,Bike,21.82,411.68,Wallet,4989,3.4,3.3,Completed,
101822,2024-03-16,11,Hyderabad,Bike,14.87,559.44,Card,2826,3.9,3.8,Completed,
101823,2024-03-16,20,Hyderabad,Auto,25.89,623.74,Cash,3137,2.7,5.0,Completed,
101824,2024-03-17,23,Chennai,Auto,5.69,532.22,Card,2154,2.6,3.4,Completed,
101825,2024-03-17,2,Pune,Auto,22.96,343.54,UPI,4496,3.2,3.0,Completed,
101826,2024-03-17,19,Hyderabad,Bike,28.04,360.74,Wallet,3866,2.5,4.2,Completed,
101827,2024-03-17,13,Pune,Sedan,22.5,123.9,Wallet,2044,3.2,4.7,Completed,
101828,2024-03-17,14,Bengaluru,Sedan,12.77,360.91,UPI,2564,3.8,4.6,Completed,
101829,2024-03-17,13,Chennai,Auto,7.68,639.34,Wallet,3802,4.2,4.7,Completed,
101830,2024-03-17,6,Mumbai,Auto,3.85,99.85,Wallet,2280,3.1,2.6,Completed,
101831,2024-03-17,16,Delhi,Bike,19.63,181.64,UPI,3196,3.5,2.7,Completed,
101832,2024-03-17,11,Delhi,Mini,5.14,681.96,UPI,3158,3.5,4.5,Completed,
101833,2024-03-17,19,Chennai,Mini,25.31,475.96,UPI,4908,3.3,3.5,Completed,
101834,2024-03-17,3,Pune,Bike,28.86,553.4,Card,3794,3.5,3.6,Cancelled,High Fare
101835,2024-03-17,8,Pune,Mini,4.94,291.17,Wallet,2602,3.7,3.5,Completed,
101836,2024-03-17,5,Pune,Mini,11.91,416.6,UPI,3360,3.0,2.9,Completed,
101837,2024-03-17,15,Mumbai,Mini,28.18,621.18,Cash,4673,3.7,4.8,Completed,
101838,2024-03-17,21,Delhi,Auto,14.65,707.03,Card,1171,3.2,4.3,Completed,
101839,2024-03-17,21,Chennai,Sedan,16.53,780.65,Card,1667,2.7,3.3,Completed,
101840,2024-03-17,20,Pune,Sedan,22.68,688.27,Wallet,2379,3.0,4.0,Completed,
101841,2024-03-17,20,Hyderabad,Auto,7.11,100.61,Wallet,3530,4.8,3.8,Completed,
101842,2024-03-17,1,Bengaluru,Auto,29.4,307.52,UPI,4500,3.8,3.7,Completed,
101843,2024-03-17,23,Mumbai,Auto,23.65,611.67,UPI,4028,5.0,4.9,Completed,
101844,2024-03-17,7,Pune,Mini,5.68,363.46,Card,4133,3.1,3.6,Completed,
101845,2024-03-17,10,Delhi,Bike,4.22,377.28,Cash,4478,3.2,4.0,Completed,
101846,2024-03-17,12,Bengaluru,Bike,28.11,645.74,Card,1897,4.1,3.2,Completed,
101847,2024-03-17,16,Chennai,Mini,20.87,675.06,UPI,2838,3.4,3.4,Completed,
101848,2024-03-18,7,Pune,Mini,2.12,643.56,UPI,4140,3.4,3.9,Completed,
101849,2024-03-18,20,Delhi,Auto,5.12,315.97,Wallet,1322,4.6,4.8,Cancelled,Driver Delay
101850,2024-03-18,17,Bengaluru,Auto,2.39,221.01,Cash,2288,2.6,4.9,Cancelled,Driver Unavailable
101851,2024-03-18,17,Hyderabad,Sedan,29.25,319.06,Cash,4127,4.2,4.5,Completed,
101852,2024-03-18,13,Mumbai,Auto,15.44,576.04,Wallet,3600,4.7,4.6,Completed,
101853,2024-03-18,14,Chennai,Mini,14.4,323.54,Cash,4413,2.9,2.8,Completed,
101854,2024-03-18,5,Delhi,Sedan,28.72,91.54,UPI,4091,3.5,4.8,Completed,
101855,2024-03-18,10,Hyderabad,Auto,15.63,650.57,Cash,1059,4.5,4.9,Completed,
101856,2024-03-18,12,Mumbai,Sedan,16.01,97.57,Cash,3600,3.8,3.1,Cancelled,Customer Change of Mind
101857,2024-03-18,0,Mumbai,Sedan,29.54,797.1,UPI,3851,3.4,3.8,Completed,
101858,2024-03-18,5,Hyderabad,Auto,4.23,696.18,Wallet,1323,4.1,3.5,Completed,
101859,2024-03-18,8,Delhi,Bike,29.59,767.25,Card,2953,3.3,4.4,Completed,
101860,2024-03-18,7,Mumbai,Mini,5.8,674.94,Wallet,2887,4.1,2.9,Completed,
101861,2024-03-18,10,Chennai,Mini,14.71,125.8,Cash,2742,2.9,4.3,Cancelled,Driver Delay
101862,2024-03-18,21,Bengaluru,Sedan,10.79,364.07,Cash,1142,3.1,4.6,Completed,
101863,2024-03-18,18,Chennai,Bike,28.71,730.95,UPI,1959,2.5,2.8,Cancelled,Driver Delay
101864,2024-03-18,23,Pune,Bike,15.08,118.16,UPI,4536,3.0,3.1,Completed,
101865,2024-03-18,8,Mumbai,Auto,1.67,278.93,Cash,2321,2.8,2.8,Completed,
101866,2024-03-18,16,Bengaluru,Auto,7.43,400.32,UPI,3973,4.0,4.5,Completed,
101867,2024-03-18,11,Hyderabad,Mini,13.49,387.44,Cash,4171,4.9,2.6,Cancelled,High Fare
101868,2024-03-18,13,Bengaluru,Auto,20.62,757.93,UPI,4084,3.0,4.7,Completed,
101869,2024-03-18,14,Bengaluru,Auto,17.3,346.34,Card,1581,2.8,3.8,Completed,
101870,2024-03-18,15,Bengaluru,Sedan,25.65,229.22,Wallet,1798,3.8,3.0,Cancelled,Driver Delay
101871,2024-03-18,21,Mumbai,Bike,25.02,383.7,UPI,4987,3.0,2.9,Completed,
101872,2024-03-19,21,Pune,Bike,18.12,347.0,Wallet,4471,3.9,2.9,Completed,
101873,2024-03-19,19,Pune,Auto,17.57,517.48,Wallet,4347,3.8,3.2,Completed,
101874,2024-03-19,0,Delhi,Auto,9.07,795.61,Card,2857,2.5,2.7,Completed,
101875,2024-03-19,9,Pune,Auto,28.78,463.56,UPI,3703,4.9,4.5,Completed,
101876,2024-03-19,7,Mumbai,Mini,3.23,396.67,UPI,2826,3.0,3.2,Completed,
101877,2024-03-19,17,Delhi,Mini,12.51,495.39,UPI,2213,4.7,2.5,Cancelled,High Fare
101878,2024-03-19,0,Hyderabad,Sedan,20.16,784.85,Wallet,1466,3.5,4.5,Completed,
101879,2024-03-19,1,Hyderabad,Mini,28.42,518.6,Wallet,2276,2.9,4.0,Completed,
101880,2024-03-19,0,Hyderabad,Bike,15.54,142.2,Wallet,4238,2.8,2.6,Completed,
101881,2024-03-19,0,Hyderabad,Mini,26.98,734.52,Wallet,2763,3.8,3.1,Completed,
101882,2024-03-19,8,Hyderabad,Bike,4.04,493.12,Card,2247,3.4,3.3,Completed,
101883,2024-03-19,12,Chennai,Mini,16.42,168.58,Card,3478,4.8,4.8,Completed,
101884,2024-03-19,0,Mumbai,Mini,10.17,222.87,Cash,1610,3.0,3.6,Cancelled,Driver Delay
101885,2024-03-19,12,Delhi,Sedan,24.08,140.4,UPI,3804,4.3,4.2,Cancelled,Driver Delay
101886,2024-03-19,19,Hyderabad,Auto,13.9,770.57,Wallet,4843,3.0,4.4,Completed,
101887,2024-03-19,21,Chennai,Auto,14.78,103.14,Cash,4872,4.7,3.8,Completed,
101888,2024-03-19,6,Pune,Auto,2.88,623.32,Card,2733,3.8,2.8,Completed,
101889,2024-03-19,1,Chennai,Sedan,13.7,303.24,Cash,3932,4.6,4.8,Completed,
101890,2024-03-19,5,Chennai,Bike,3.34,110.83,Cash,3038,3.6,3.6,Completed,
101891,2024-03-19,6,Mumbai,Mini,9.69,375.39,Wallet,1375,2.9,2.9,Cancelled,Driver Unavailable
101892,2024-03-19,13,Hyderabad,Sedan,4.68,50.2,UPI,2951,3.8,4.4,Completed,
101893,2024-03-19,17,Chennai,Bike,10.7,662.95,UPI,4778,3.2,4.7,Completed,
101894,2024-03-19,14,Chennai,Sedan,7.59,456.44,Card,3099,3.0,4.3,Cancelled,Customer Change of Mind
101895,2024-03-19,1,Hyderabad,Sedan,9.27,388.81,Cash,3836,4.8,3.6,Completed,
101896,2024-03-20,9,Mumbai,Bike,5.3,671.92,Card,3919,3.9,5.0,Completed,
101897,2024-03-20,22,Chennai,Auto,13.75,439.49,Wallet,1793,4.5,2.8,Completed,
101898,2024-03-20,11,Delhi,Mini,15.43,496.47,UPI,2582,4.4,2.9,Cancelled,Customer Change of Mind
101899,2024-03-20,16,Bengaluru,Auto,25.26,661.11,Card,2414,2.5,3.2,Completed,
101900,2024-03-20,7,Pune,Sedan,16.63,590.43,UPI,1870,4.7,2.8,Completed,
101901,2024-03-20,10,Bengaluru,Bike,7.63,544.28,Wallet,4053,4.4,3.6,Completed,
101902,2024-03-20,2,Bengaluru,Sedan,22.34,578.11,Card,1927,3.2,4.0,Completed,
101903,2024-03-20,5,Mumbai,Auto,9.62,247.23,UPI,2124,3.1,3.3,Completed,
101904,2024-03-20,8,Chennai,Auto,22.94,137.94,UPI,3938,2.6,2.6,Completed,
101905,2024-03-20,5,Bengaluru,Auto,12.23,517.0,Card,2870,2.7,3.9,Cancelled,Driver Unavailable
101906,2024-03-20,8,Bengaluru,Mini,15.9,218.01,Card,4331,3.0,3.9,Cancelled,Driver Unavailable
101907,2024-03-20,6,Pune,Auto,15.61,85.72,UPI,2744,2.5,4.7,Cancelled,Driver Unavailable
101908,2024-03-20,8,Hyderabad,Mini,28.71,240.74,Card,2189,3.3,2.8,Cancelled,App Issue
101909,2024-03-20,17,Chennai,Mini,5.46,590.2,Wallet,2784,4.8,3.4,Completed,
101910,2024-03-20,11,Chennai,Auto,28.22,581.32,Cash,4052,3.9,3.1,Completed,
101911,2024-03-20,7,Pune,Bike,17.3,727.44,Wallet,3385,4.0,2.8,Completed,
